token,order,order_within_block,order_n,integ_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,5,5,0,1,none,task5,1001,580,421,0.725862069,1
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,6,6,0,1,none,task6,201,215,14,0.065116279,2
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,7,7,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,8,8,0,1,none,task11,3.8,3.8,0,0,1
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,1,9,1,0,integ,task12,3,3.3,0.3,0.090909091,6
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,2,10,1,0,integ,task7,3.6,2.8,0.8,0.285714286,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,3,11,1,0,integ,task9,3.6,3.2,0.4,0.125,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,4,12,1,0,integ,task11,3.6,3.8,0.2,0.052631579,4
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,5,13,1,0,integ,task1,79,60.121,18.879,0.314016733,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,6,14,1,0,integ,task6,209,215,6,0.027906977,2
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,7,15,1,0,integ,task2,147,227.429,80.429,0.353644434,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,8,16,1,0,integ,task5,939,580,359,0.618965517,4
bwwzl6lcgnp6u3eqkd0q,none_first,1,1,0,1,none,task9,3,3.2,0.2,0.0625,1
bwwzl6lcgnp6u3eqkd0q,none_first,2,2,0,1,none,task12,3.4,3.3,0.1,0.03030303,1
bwwzl6lcgnp6u3eqkd0q,none_first,3,3,0,1,none,task6,340,215,125,0.581395349,1
bwwzl6lcgnp6u3eqkd0q,none_first,4,4,0,1,none,task2,170,227.429,57.429,0.252513971,1
bwwzl6lcgnp6u3eqkd0q,none_first,5,5,0,1,none,task5,540,580,40,0.068965517,3
bwwzl6lcgnp6u3eqkd0q,none_first,6,6,0,1,none,task1,35,60.121,25.121,0.417840688,1
bwwzl6lcgnp6u3eqkd0q,none_first,7,7,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
bwwzl6lcgnp6u3eqkd0q,none_first,8,8,0,1,none,task7,3.8,2.8,1,0.357142857,1
bwwzl6lcgnp6u3eqkd0q,none_first,1,9,1,0,integ,task9,5.3,3.2,2.1,0.65625,2
bwwzl6lcgnp6u3eqkd0q,none_first,2,10,1,0,integ,task6,200,215,15,0.069767442,2
bwwzl6lcgnp6u3eqkd0q,none_first,3,11,1,0,integ,task2,125,227.429,102.429,0.45037792,2
bwwzl6lcgnp6u3eqkd0q,none_first,4,12,1,0,integ,task11,4.4,3.8,0.6,0.157894737,2
bwwzl6lcgnp6u3eqkd0q,none_first,5,13,1,0,integ,task5,406,580,174,0.3,2
bwwzl6lcgnp6u3eqkd0q,none_first,6,14,1,0,integ,task1,66,60.121,5.879,0.097786131,2
bwwzl6lcgnp6u3eqkd0q,none_first,7,15,1,0,integ,task12,4.2,3.3,0.9,0.272727273,2
bwwzl6lcgnp6u3eqkd0q,none_first,8,16,1,0,integ,task7,3.9,2.8,1.1,0.392857143,2
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,1,1,0,1,none,task1,35,60.121,25.121,0.417840688,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,2,2,0,1,none,task2,100,227.429,127.429,0.560302336,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,3,3,0,1,none,task6,91,215,124,0.576744186,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,4,4,0,1,none,task9,6,3.2,2.8,0.875,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,5,5,0,1,none,task12,5,3.3,1.7,0.515151515,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,6,6,0,1,none,task7,4,2.8,1.2,0.428571429,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,7,7,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,8,8,0,1,none,task5,554,580,26,0.044827586,1
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,1,9,1,0,integ,task9,6,3.2,2.8,0.875,4
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,2,10,1,0,integ,task2,161,227.429,66.429,0.292086761,2
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,3,11,1,0,integ,task5,561,580,19,0.032758621,10
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,4,12,1,0,integ,task12,5,3.3,1.7,0.515151515,3
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,5,13,1,0,integ,task6,209,215,6,0.027906977,5
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,6,14,1,0,integ,task1,54,60.121,6.121,0.101811347,4
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,7,15,1,0,integ,task7,4.1,2.8,1.3,0.464285714,5
ijaual8mo8dlk2g784ims4ir8ke31xycbzfnqacnt4o39pb9,none_first,8,16,1,0,integ,task11,4.9,3.8,1.1,0.289473684,3
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,1,1,0,1,none,task9,3,3.2,0.2,0.0625,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,2,2,0,1,none,task6,70,215,145,0.674418605,1
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,3,3,0,1,none,task11,4,3.8,0.2,0.052631579,1
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,4,4,0,1,none,task2,150,227.429,77.429,0.340453504,1
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,5,5,0,1,none,task1,10,60.121,50.121,0.833668768,0
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,6,6,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,0
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,8,8,0,1,none,task5,349,580,231,0.398275862,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,1,9,1,0,integ,task7,4,2.8,1.2,0.428571429,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,2,10,1,0,integ,task11,3.5,3.8,0.3,0.078947368,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,3,11,1,0,integ,task5,498,580,82,0.14137931,6
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,4,12,1,0,integ,task2,99,227.429,128.429,0.564699313,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,5,13,1,0,integ,task9,6,3.2,2.8,0.875,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,6,14,1,0,integ,task12,4,3.3,0.7,0.212121212,2
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,7,15,1,0,integ,task1,50,60.121,10.121,0.16834384,3
rrrhex1oai6tl3ugje1hy3nmi3rhrvsh72sm2hdwti8ji3323xr,none_first,8,16,1,0,integ,task6,215,215,0,0,2
1nsvvawuaohf7rac917il7,none_first,1,1,0,1,none,task7,3,2.8,0.2,0.071428571,1
1nsvvawuaohf7rac917il7,none_first,2,2,0,1,none,task1,84,60.121,23.879,0.397182349,1
1nsvvawuaohf7rac917il7,none_first,3,3,0,1,none,task2,159,227.429,68.429,0.300880714,1
1nsvvawuaohf7rac917il7,none_first,4,4,0,1,none,task5,634,580,54,0.093103448,1
1nsvvawuaohf7rac917il7,none_first,5,5,0,1,none,task6,102,215,113,0.525581395,1
1nsvvawuaohf7rac917il7,none_first,6,6,0,1,none,task11,2,3.8,1.8,0.473684211,1
1nsvvawuaohf7rac917il7,none_first,7,7,0,1,none,task12,4,3.3,0.7,0.212121212,1
1nsvvawuaohf7rac917il7,none_first,8,8,0,1,none,task9,3.9,3.2,0.7,0.21875,2
1nsvvawuaohf7rac917il7,none_first,1,9,1,0,integ,task1,105,60.121,44.879,0.746477936,2
1nsvvawuaohf7rac917il7,none_first,2,10,1,0,integ,task7,3.2,2.8,0.4,0.142857143,2
1nsvvawuaohf7rac917il7,none_first,3,11,1,0,integ,task6,197,215,18,0.08372093,8
1nsvvawuaohf7rac917il7,none_first,4,12,1,0,integ,task11,4.4,3.8,0.6,0.157894737,2
1nsvvawuaohf7rac917il7,none_first,5,13,1,0,integ,task5,808,580,228,0.393103448,2
1nsvvawuaohf7rac917il7,none_first,6,14,1,0,integ,task9,4.7,3.2,1.5,0.46875,5
1nsvvawuaohf7rac917il7,none_first,7,15,1,0,integ,task2,297,227.429,69.571,0.305902062,2
1nsvvawuaohf7rac917il7,none_first,8,16,1,0,integ,task12,4.6,3.3,1.3,0.393939394,2
65e4a247x73g96wzwu84ks,none_first,1,1,0,1,none,task2,500,227.429,272.571,1.198488319,1
65e4a247x73g96wzwu84ks,none_first,2,2,0,1,none,task9,5.3,3.2,2.1,0.65625,1
65e4a247x73g96wzwu84ks,none_first,3,3,0,1,none,task5,1200,580,620,1.068965517,1
65e4a247x73g96wzwu84ks,none_first,4,4,0,1,none,task7,4.3,2.8,1.5,0.535714286,1
65e4a247x73g96wzwu84ks,none_first,5,5,0,1,none,task12,4.5,3.3,1.2,0.363636364,1
65e4a247x73g96wzwu84ks,none_first,6,6,0,1,none,task1,45,60.121,15.121,0.251509456,1
65e4a247x73g96wzwu84ks,none_first,7,7,0,1,none,task6,221,215,6,0.027906977,1
65e4a247x73g96wzwu84ks,none_first,8,8,0,1,none,task11,5.7,3.8,1.9,0.5,1
65e4a247x73g96wzwu84ks,none_first,1,9,1,0,integ,task11,4.9,3.8,1.1,0.289473684,4
65e4a247x73g96wzwu84ks,none_first,2,10,1,0,integ,task5,1077,580,497,0.856896552,3
65e4a247x73g96wzwu84ks,none_first,3,11,1,0,integ,task2,386,227.429,158.571,0.697232983,8
65e4a247x73g96wzwu84ks,none_first,4,12,1,0,integ,task9,5.1,3.2,1.9,0.59375,13
65e4a247x73g96wzwu84ks,none_first,5,13,1,0,integ,task12,4.8,3.3,1.5,0.454545455,3
65e4a247x73g96wzwu84ks,none_first,6,14,1,0,integ,task1,47,60.121,13.121,0.21824321,5
65e4a247x73g96wzwu84ks,none_first,7,15,1,0,integ,task7,3.2,2.8,0.4,0.142857143,5
65e4a247x73g96wzwu84ks,none_first,8,16,1,0,integ,task6,175,215,40,0.186046512,5
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,1,9,0,1,none,task1,55,60.121,5.121,0.085178224,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,2,10,0,1,none,task12,4.4,3.3,1.1,0.333333333,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,3,11,0,1,none,task9,4,3.2,0.8,0.25,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,4,12,0,1,none,task5,697,580,117,0.201724138,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,5,13,0,1,none,task6,258,215,43,0.2,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,6,14,0,1,none,task11,3.8,3.8,0,0,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,7,15,0,1,none,task7,3.1,2.8,0.3,0.107142857,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,8,16,0,1,none,task2,200,227.429,27.429,0.120604672,1
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,1,1,1,0,integ,task5,410,580,170,0.293103448,2
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,2,2,1,0,integ,task11,3.6,3.8,0.2,0.052631579,6
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,3,3,1,0,integ,task12,3.7,3.3,0.4,0.121212121,4
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,4,4,1,0,integ,task2,248,227.429,20.571,0.090450206,8
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,5,5,1,0,integ,task7,3.4,2.8,0.6,0.214285714,7
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,6,6,1,0,integ,task1,61,60.121,0.879,0.014620515,4
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,7,7,1,0,integ,task9,3.6,3.2,0.4,0.125,4
l6e1918vbnrj54q1hnk10dx6r0vxscgdoaena9o7bspwfa5g66r,integ_first,8,8,1,0,integ,task6,210,215,5,0.023255814,3
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,1,9,0,1,none,task6,440,215,225,1.046511628,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,2,10,0,1,none,task2,550,227.429,322.571,1.418337151,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,4,12,0,1,none,task1,60,60.121,0.121,0.002012608,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,5,13,0,1,none,task9,5,3.2,1.8,0.5625,3
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,6,14,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,7,15,0,1,none,task5,775,580,195,0.336206897,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,8,16,0,1,none,task7,4.5,2.8,1.7,0.607142857,1
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,1,1,1,0,integ,task11,4.3,3.8,0.5,0.131578947,3
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,2,2,1,0,integ,task1,85,60.121,24.879,0.413815472,2
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,3,3,1,0,integ,task7,4.5,2.8,1.7,0.607142857,3
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,4,4,1,0,integ,task2,303,227.429,75.571,0.332283922,2
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,5,5,1,0,integ,task9,4.5,3.2,1.3,0.40625,4
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,6,6,1,0,integ,task6,300,215,85,0.395348837,2
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,7,7,1,0,integ,task12,3.4,3.3,0.1,0.03030303,2
49kqx4a4en3xjv0200q2npnwmi9t4akw7l9hulakpbgjwn1xlxr,integ_first,8,8,1,0,integ,task5,701,580,121,0.20862069,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,1,9,0,1,none,task1,20,60.121,40.121,0.667337536,1
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,2,10,0,1,none,task7,4,2.8,1.2,0.428571429,0
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,3,11,0,1,none,task9,4,3.2,0.8,0.25,0
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,4,12,0,1,none,task12,4,3.3,0.7,0.212121212,1
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,5,13,0,1,none,task2,25,227.429,202.429,0.890075584,3
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,6,14,0,1,none,task5,300,580,280,0.482758621,0
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,7,15,0,1,none,task6,148,215,67,0.311627907,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,8,16,0,1,none,task11,5.1,3.8,1.3,0.342105263,1
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,1,1,1,0,integ,task12,3.3,3.3,0,0,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,2,2,1,0,integ,task7,2.8,2.8,0,0,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,3,3,1,0,integ,task9,2.2,3.2,1,0.3125,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,4,4,1,0,integ,task5,476,580,104,0.179310345,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,5,5,1,0,integ,task2,395,227.429,167.571,0.736805772,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,6,6,1,0,integ,task11,3.4,3.8,0.4,0.105263158,3
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,7,7,1,0,integ,task6,208,215,7,0.03255814,2
12edocbhn15k0zqeadyp17cik9zwqqk8h56jtu8cpot7tn2vs4i,integ_first,8,8,1,0,integ,task1,47,60.121,13.121,0.21824321,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,1,9,0,1,none,task11,5.4,3.8,1.6,0.421052632,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,2,10,0,1,none,task12,4,3.3,0.7,0.212121212,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,3,11,0,1,none,task5,664,580,84,0.144827586,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,4,12,0,1,none,task7,3.9,2.8,1.1,0.392857143,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,5,13,0,1,none,task2,248,227.429,20.571,0.090450206,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,6,14,0,1,none,task1,95,60.121,34.879,0.580146704,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,7,15,0,1,none,task9,3.6,3.2,0.4,0.125,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,8,16,0,1,none,task6,227,215,12,0.055813953,1
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,1,1,1,0,integ,task2,218,227.429,9.429,0.041459093,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,2,2,1,0,integ,task5,626,580,46,0.079310345,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,3,3,1,0,integ,task1,104,60.121,43.879,0.729844813,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,4,4,1,0,integ,task6,214,215,1,0.004651163,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,5,5,1,0,integ,task7,3.3,2.8,0.5,0.178571429,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,6,6,1,0,integ,task11,3.9,3.8,0.1,0.026315789,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,7,7,1,0,integ,task12,3.1,3.3,0.2,0.060606061,2
8a27309ffk43ujb0rfk3jif6rimc82s4mdcu890e61t5ku766r,integ_first,8,8,1,0,integ,task9,3.3,3.2,0.1,0.03125,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,1,9,0,1,none,task6,75,215,140,0.651162791,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,3,11,0,1,none,task2,201,227.429,26.429,0.116207696,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,4,12,0,1,none,task1,75,60.121,14.879,0.24748424,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,5,13,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,6,14,0,1,none,task9,5,3.2,1.8,0.5625,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,7,15,0,1,none,task5,603,580,23,0.039655172,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,8,16,0,1,none,task7,6,2.8,3.2,1.142857143,1
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,1,1,1,0,integ,task1,100,60.121,39.879,0.66331232,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,2,2,1,0,integ,task6,211,215,4,0.018604651,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,3,3,1,0,integ,task7,4.1,2.8,1.3,0.464285714,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,4,4,1,0,integ,task9,4.5,3.2,1.3,0.40625,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,5,5,1,0,integ,task12,3.9,3.3,0.6,0.181818182,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,6,6,1,0,integ,task2,399,227.429,171.571,0.754393679,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,7,7,1,0,integ,task5,404,580,176,0.303448276,2
30iabx2mxbqz17gaysdvg3nmi9blz1e8mx9lfb3f4vqo32l0udi,integ_first,8,8,1,0,integ,task11,3.9,3.8,0.1,0.026315789,2
r8j8ovctfv0wkx67zs97j,integ_first,1,9,0,1,none,task2,352,227.429,124.571,0.547735777,2
r8j8ovctfv0wkx67zs97j,integ_first,2,10,0,1,none,task9,6.2,3.2,3,0.9375,1
r8j8ovctfv0wkx67zs97j,integ_first,3,11,0,1,none,task6,187,215,28,0.130232558,2
r8j8ovctfv0wkx67zs97j,integ_first,4,12,0,1,none,task7,3.5,2.8,0.7,0.25,1
r8j8ovctfv0wkx67zs97j,integ_first,5,13,0,1,none,task12,3,3.3,0.3,0.090909091,4
r8j8ovctfv0wkx67zs97j,integ_first,6,14,0,1,none,task11,5.5,3.8,1.7,0.447368421,1
r8j8ovctfv0wkx67zs97j,integ_first,7,15,0,1,none,task1,76,60.121,15.879,0.264117363,1
r8j8ovctfv0wkx67zs97j,integ_first,8,16,0,1,none,task5,427,580,153,0.263793103,1
r8j8ovctfv0wkx67zs97j,integ_first,1,1,1,0,integ,task6,228,215,13,0.060465116,8
r8j8ovctfv0wkx67zs97j,integ_first,2,2,1,0,integ,task5,596,580,16,0.027586207,2
r8j8ovctfv0wkx67zs97j,integ_first,3,3,1,0,integ,task1,66,60.121,5.879,0.097786131,2
r8j8ovctfv0wkx67zs97j,integ_first,4,4,1,0,integ,task9,4.1,3.2,0.9,0.28125,3
r8j8ovctfv0wkx67zs97j,integ_first,5,5,1,0,integ,task7,4.1,2.8,1.3,0.464285714,2
r8j8ovctfv0wkx67zs97j,integ_first,6,6,1,0,integ,task12,3.3,3.3,0,0,2
r8j8ovctfv0wkx67zs97j,integ_first,7,7,1,0,integ,task2,141,227.429,86.429,0.380026294,2
r8j8ovctfv0wkx67zs97j,integ_first,8,8,1,0,integ,task11,5.1,3.8,1.3,0.342105263,2
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,1,9,0,1,none,task7,4.6,2.8,1.8,0.642857143,8
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,2,10,0,1,none,task9,6,3.2,2.8,0.875,12
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,3,11,0,1,none,task6,150,215,65,0.302325581,20
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,4,12,0,1,none,task12,3.9,3.3,0.6,0.181818182,14
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,5,13,0,1,none,task11,5.8,3.8,2,0.526315789,12
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,6,14,0,1,none,task2,308,227.429,80.571,0.354268805,2
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,7,15,0,1,none,task5,564,580,16,0.027586207,2
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,8,16,0,1,none,task1,39,60.121,21.121,0.351308195,2
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,1,1,1,0,integ,task5,633,580,53,0.09137931,2
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,2,2,1,0,integ,task11,5.6,3.8,1.8,0.473684211,5
