token,order,order_within_block,order_n,reunit_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,1,1,1,0,reunit,task1,100,60.121,39.879,0.66331232,2
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,2,2,1,0,reunit,task9,5,3.2,1.8,0.5625,2
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,3,3,1,0,reunit,task11,5,3.8,1.2,0.315789474,2
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,4,4,1,0,reunit,task12,2.5,3.3,0.8,0.242424242,3
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,5,5,1,0,reunit,task5,696,580,116,0.2,4
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,6,6,1,0,reunit,task2,185,227.429,42.429,0.186559322,2
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,7,7,1,0,reunit,task7,3.3,2.8,0.5,0.178571429,2
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,8,8,1,0,reunit,task6,225,215,10,0.046511628,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,1,9,1,0,reunit,task9,1,3.2,2.2,0.6875,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,2,10,1,0,reunit,task6,100,215,115,0.534883721,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,3,11,1,0,reunit,task12,5,3.3,1.7,0.515151515,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,4,12,1,0,reunit,task5,800,580,220,0.379310345,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,5,13,1,0,reunit,task2,150,227.429,77.429,0.340453504,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,6,14,1,0,reunit,task1,40,60.121,20.121,0.334675072,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,7,15,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,8,16,1,0,reunit,task11,3,3.8,0.8,0.210526316,2
t87k6sebs9g4fx04capv83,reunit_first,1,1,1,0,reunit,task5,396,580,184,0.317241379,2
t87k6sebs9g4fx04capv83,reunit_first,2,2,1,0,reunit,task1,50,60.121,10.121,0.16834384,2
t87k6sebs9g4fx04capv83,reunit_first,3,3,1,0,reunit,task2,200,227.429,27.429,0.120604672,2
t87k6sebs9g4fx04capv83,reunit_first,4,4,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
t87k6sebs9g4fx04capv83,reunit_first,5,5,1,0,reunit,task11,4,3.8,0.2,0.052631579,2
t87k6sebs9g4fx04capv83,reunit_first,6,6,1,0,reunit,task9,3.3,3.2,0.1,0.03125,2
t87k6sebs9g4fx04capv83,reunit_first,7,7,1,0,reunit,task6,217,215,2,0.009302326,2
t87k6sebs9g4fx04capv83,reunit_first,8,8,1,0,reunit,task7,2.8,2.8,0,0,2
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,1,1,1,0,reunit,task5,600,580,20,0.034482759,2
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,2,2,1,0,reunit,task2,444,227.429,216.571,0.952257628,3
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,3,3,1,0,reunit,task12,5,3.3,1.7,0.515151515,2
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,4,4,1,0,reunit,task9,4,3.2,0.8,0.25,3
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,5,5,1,0,reunit,task1,65,60.121,4.879,0.081153008,4
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,6,6,1,0,reunit,task7,3,2.8,0.2,0.071428571,2
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,7,7,1,0,reunit,task11,3.6,3.8,0.2,0.052631579,2
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,8,8,1,0,reunit,task6,226,215,11,0.051162791,2
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,1,1,1,0,reunit,task2,334,227.429,106.571,0.468590197,4
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,2,2,1,0,reunit,task5,741,580,161,0.277586207,2
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,3,3,1,0,reunit,task12,3.8,3.3,0.5,0.151515152,3
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,4,4,1,0,reunit,task1,69,60.121,8.879,0.147685501,3
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,5,5,1,0,reunit,task7,3.2,2.8,0.4,0.142857143,2
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,6,6,1,0,reunit,task6,231,215,16,0.074418605,6
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,7,7,1,0,reunit,task9,3.4,3.2,0.2,0.0625,2
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,8,8,1,0,reunit,task11,3.6,3.8,0.2,0.052631579,2
wb34uomwrslibq88d0gafmch,none_first,1,9,1,0,reunit,task2,50,227.429,177.429,0.780151168,2
wb34uomwrslibq88d0gafmch,none_first,2,10,1,0,reunit,task1,20,60.121,40.121,0.667337536,2
wb34uomwrslibq88d0gafmch,none_first,3,11,1,0,reunit,task6,100,215,115,0.534883721,2
wb34uomwrslibq88d0gafmch,none_first,4,12,1,0,reunit,task7,4,2.8,1.2,0.428571429,2
wb34uomwrslibq88d0gafmch,none_first,5,13,1,0,reunit,task11,5,3.8,1.2,0.315789474,2
wb34uomwrslibq88d0gafmch,none_first,6,14,1,0,reunit,task9,4,3.2,0.8,0.25,3
wb34uomwrslibq88d0gafmch,none_first,7,15,1,0,reunit,task12,3.6,3.3,0.3,0.090909091,3
wb34uomwrslibq88d0gafmch,none_first,8,16,1,0,reunit,task5,600,580,20,0.034482759,2
y1028fqh9nj5jmwtjiulm6,none_first,1,9,1,0,reunit,task5,1023,580,443,0.763793103,9
y1028fqh9nj5jmwtjiulm6,none_first,2,10,1,0,reunit,task9,5,3.2,1.8,0.5625,3
y1028fqh9nj5jmwtjiulm6,none_first,3,11,1,0,reunit,task6,323,215,108,0.502325581,3
y1028fqh9nj5jmwtjiulm6,none_first,4,12,1,0,reunit,task2,126,227.429,101.429,0.445980944,2
y1028fqh9nj5jmwtjiulm6,none_first,5,13,1,0,reunit,task1,40,60.121,20.121,0.334675072,4
y1028fqh9nj5jmwtjiulm6,none_first,6,14,1,0,reunit,task12,4,3.3,0.7,0.212121212,2
y1028fqh9nj5jmwtjiulm6,none_first,7,15,1,0,reunit,task11,4.6,3.8,0.8,0.210526316,3
y1028fqh9nj5jmwtjiulm6,none_first,8,16,1,0,reunit,task7,3,2.8,0.2,0.071428571,2
ygzy9gpe7hrp0diversv,reunit_first,1,1,1,0,reunit,task1,99,60.121,38.879,0.646679197,3
ygzy9gpe7hrp0diversv,reunit_first,2,2,1,0,reunit,task5,330,580,250,0.431034483,3
ygzy9gpe7hrp0diversv,reunit_first,3,3,1,0,reunit,task2,160,227.429,67.429,0.296483738,2
ygzy9gpe7hrp0diversv,reunit_first,4,4,1,0,reunit,task9,4,3.2,0.8,0.25,2
ygzy9gpe7hrp0diversv,reunit_first,5,5,1,0,reunit,task12,4,3.3,0.7,0.212121212,2
ygzy9gpe7hrp0diversv,reunit_first,6,6,1,0,reunit,task11,4.3,3.8,0.5,0.131578947,4
ygzy9gpe7hrp0diversv,reunit_first,7,7,1,0,reunit,task7,3,2.8,0.2,0.071428571,3
ygzy9gpe7hrp0diversv,reunit_first,8,8,1,0,reunit,task6,207,215,8,0.037209302,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,1,1,1,0,reunit,task2,143,227.429,84.429,0.371232341,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,2,2,1,0,reunit,task5,398,580,182,0.313793103,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,3,3,1,0,reunit,task9,2.5,3.2,0.7,0.21875,3
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,4,4,1,0,reunit,task11,4.5,3.8,0.7,0.184210526,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,5,5,1,0,reunit,task6,180,215,35,0.162790698,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,6,6,1,0,reunit,task7,3,2.8,0.2,0.071428571,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,7,7,1,0,reunit,task12,3.5,3.3,0.2,0.060606061,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,8,8,1,0,reunit,task1,60,60.121,0.121,0.002012608,2
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,1,1,1,0,reunit,task9,5.7,3.2,2.5,0.78125,3
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,2,2,1,0,reunit,task2,66,227.429,161.429,0.709799542,3
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,3,3,1,0,reunit,task12,5.5,3.3,2.2,0.666666667,2
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,4,4,1,0,reunit,task7,4,2.8,1.2,0.428571429,2
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,5,5,1,0,reunit,task11,4.7,3.8,0.9,0.236842105,2
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,6,6,1,0,reunit,task6,257,215,42,0.195348837,4
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,7,7,1,0,reunit,task1,56,60.121,4.121,0.068545101,4
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,8,8,1,0,reunit,task5,600,580,20,0.034482759,4
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,1,9,1,0,reunit,task6,50,215,165,0.76744186,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,2,10,1,0,reunit,task2,400,227.429,172.571,0.758790656,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,3,11,1,0,reunit,task9,5.1,3.2,1.9,0.59375,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,4,12,1,0,reunit,task7,4,2.8,1.2,0.428571429,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,5,13,1,0,reunit,task1,38,60.121,22.121,0.367941318,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,6,14,1,0,reunit,task12,4,3.3,0.7,0.212121212,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,7,15,1,0,reunit,task5,523,580,57,0.098275862,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,8,16,1,0,reunit,task11,4,3.8,0.2,0.052631579,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,1,1,1,0,reunit,task6,130,215,85,0.395348837,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,2,2,1,0,reunit,task1,80,60.121,19.879,0.330649856,9
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,3,3,1,0,reunit,task9,4,3.2,0.8,0.25,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,4,4,1,0,reunit,task11,4.5,3.8,0.7,0.184210526,3
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,5,5,1,0,reunit,task2,193,227.429,34.429,0.151383509,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,6,6,1,0,reunit,task7,3.1,2.8,0.3,0.107142857,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,7,7,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,8,8,1,0,reunit,task5,569,580,11,0.018965517,2
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,1,1,0,1,none,task1,90,60.121,29.879,0.496981088,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,2,2,0,1,none,task11,5,3.8,1.2,0.315789474,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,4,4,0,1,none,task2,100,227.429,127.429,0.560302336,2
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,5,5,0,1,none,task5,602,580,22,0.037931034,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,6,6,0,1,none,task6,100,215,115,0.534883721,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,7,7,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
05830eowa72sh4w1299isbgldiqak3dhgbyoshdffsltjpuv7vi,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,1,9,0,1,none,task1,35,60.121,25.121,0.417840688,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,2,10,0,1,none,task11,6,3.8,2.2,0.578947368,2
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,4,12,0,1,none,task2,275,227.429,47.571,0.209168576,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,5,13,0,1,none,task5,829,580,249,0.429310345,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,6,14,0,1,none,task6,200,215,15,0.069767442,0
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,7,15,0,1,none,task7,5.2,2.8,2.4,0.857142857,1
1skb6799t4k1cbhmzz72tq33dicwv1fea49esdxjxid7dp9zfr,reunit_first,8,16,0,1,none,task9,7.8,3.2,4.6,1.4375,1
1z28nqdxozitqznmknbzks,none_first,1,1,0,1,none,task1,25,60.121,35.121,0.58417192,1
1z28nqdxozitqznmknbzks,none_first,2,2,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
1z28nqdxozitqznmknbzks,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
1z28nqdxozitqznmknbzks,none_first,4,4,0,1,none,task2,75,227.429,152.429,0.670226752,2
1z28nqdxozitqznmknbzks,none_first,5,5,0,1,none,task5,550,580,30,0.051724138,1
1z28nqdxozitqznmknbzks,none_first,6,6,0,1,none,task6,200,215,15,0.069767442,2
1z28nqdxozitqznmknbzks,none_first,7,7,0,1,none,task7,3,2.8,0.2,0.071428571,1
1z28nqdxozitqznmknbzks,none_first,8,8,0,1,none,task9,2,3.2,1.2,0.375,0
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,1,9,0,1,none,task1,35,60.121,25.121,0.417840688,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,2,10,0,1,none,task11,5.2,3.8,1.4,0.368421053,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,3,11,0,1,none,task12,4.6,3.3,1.3,0.393939394,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,4,12,0,1,none,task2,190,227.429,37.429,0.164574439,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,5,13,0,1,none,task5,902,580,322,0.555172414,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,6,14,0,1,none,task6,252,215,37,0.172093023,1
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,7,15,0,1,none,task7,6,2.8,3.2,1.142857143,2
27my0v41m2iwb454cko2h85micthcr5yadwg8l1qcujrbjra4i,reunit_first,8,16,0,1,none,task9,8.3,3.2,5.1,1.59375,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,1,1,0,1,none,task1,25,60.121,35.121,0.58417192,3
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,2
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,4,4,0,1,none,task2,40,227.429,187.429,0.824120934,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,5,5,0,1,none,task5,932,580,352,0.606896552,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,6,6,0,1,none,task6,400,215,185,0.860465116,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,7,7,0,1,none,task7,3.5,2.8,0.7,0.25,1
4yo57u8xn5q5uonnwq257b9zjqj3xni0n2bt3plywgvte29,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,0
6kl9gbf4mxs97jc7idutxq,reunit_first,1,9,0,1,none,task1,30,60.121,30.121,0.501006304,1
6kl9gbf4mxs97jc7idutxq,reunit_first,2,10,0,1,none,task11,3.6,3.8,0.2,0.052631579,1
6kl9gbf4mxs97jc7idutxq,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
6kl9gbf4mxs97jc7idutxq,reunit_first,4,12,0,1,none,task2,126,227.429,101.429,0.445980944,1
6kl9gbf4mxs97jc7idutxq,reunit_first,5,13,0,1,none,task5,801,580,221,0.381034483,1
6kl9gbf4mxs97jc7idutxq,reunit_first,6,14,0,1,none,task6,332,215,117,0.544186047,1
6kl9gbf4mxs97jc7idutxq,reunit_first,7,15,0,1,none,task7,4.6,2.8,1.8,0.642857143,1
6kl9gbf4mxs97jc7idutxq,reunit_first,8,16,0,1,none,task9,4.9,3.2,1.7,0.53125,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,1,9,0,1,none,task1,20,60.121,40.121,0.667337536,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,2,10,0,1,none,task11,3,3.8,0.8,0.210526316,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,4,12,0,1,none,task2,100,227.429,127.429,0.560302336,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,5,13,0,1,none,task5,800,580,220,0.379310345,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,6,14,0,1,none,task6,250,215,35,0.162790698,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,7,15,0,1,none,task7,4,2.8,1.2,0.428571429,1
6wpmhvpvfz35ixlgy2fr49rudiezboi8mpxkl2wm7t0ukvwe9udi,reunit_first,8,16,0,1,none,task9,5.5,3.2,2.3,0.71875,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,1,1,0,1,none,task1,85,60.121,24.879,0.413815472,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,2,2,0,1,none,task11,6.3,3.8,2.5,0.657894737,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,3,3,0,1,none,task12,4.2,3.3,0.9,0.272727273,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,4,4,0,1,none,task2,296,227.429,68.571,0.301505085,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,5,5,0,1,none,task5,843,580,263,0.453448276,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,6,6,0,1,none,task6,310,215,95,0.441860465,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,7,7,0,1,none,task7,4.2,2.8,1.4,0.5,1
89vqpw4gm4dpkuaau82eghkt9ds5369lqb4dx5to4lt9kn8kt9,none_first,8,8,0,1,none,task9,3.4,3.2,0.2,0.0625,1
8giht7jilcj5f4iyo0738gym,none_first,1,1,0,1,none,task1,80,60.121,19.879,0.330649856,1
8giht7jilcj5f4iyo0738gym,none_first,2,2,0,1,none,task11,5,3.8,1.2,0.315789474,1
8giht7jilcj5f4iyo0738gym,none_first,3,3,0,1,none,task12,4.2,3.3,0.9,0.272727273,1
8giht7jilcj5f4iyo0738gym,none_first,4,4,0,1,none,task2,100,227.429,127.429,0.560302336,1
8giht7jilcj5f4iyo0738gym,none_first,5,5,0,1,none,task5,1102,580,522,0.9,1
8giht7jilcj5f4iyo0738gym,none_first,6,6,0,1,none,task6,200,215,15,0.069767442,1
8giht7jilcj5f4iyo0738gym,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,1
8giht7jilcj5f4iyo0738gym,none_first,8,8,0,1,none,task9,5.1,3.2,1.9,0.59375,1
9j2bzh0jlt100ubqb0tpb,reunit_first,1,9,0,1,none,task1,68,60.121,7.879,0.131052378,1
9j2bzh0jlt100ubqb0tpb,reunit_first,2,10,0,1,none,task11,4,3.8,0.2,0.052631579,1
9j2bzh0jlt100ubqb0tpb,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
9j2bzh0jlt100ubqb0tpb,reunit_first,4,12,0,1,none,task2,151,227.429,76.429,0.336056528,1
9j2bzh0jlt100ubqb0tpb,reunit_first,5,13,0,1,none,task5,400,580,180,0.310344828,1
9j2bzh0jlt100ubqb0tpb,reunit_first,6,14,0,1,none,task6,236,215,21,0.097674419,2
9j2bzh0jlt100ubqb0tpb,reunit_first,7,15,0,1,none,task7,3.5,2.8,0.7,0.25,1
9j2bzh0jlt100ubqb0tpb,reunit_first,8,16,0,1,none,task9,3,3.2,0.2,0.0625,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,1,9,0,1,none,task1,70,60.121,9.879,0.164318624,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,4,12,0,1,none,task2,200,227.429,27.429,0.120604672,0
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,5,13,0,1,none,task5,600,580,20,0.034482759,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,6,14,0,1,none,task6,200,215,15,0.069767442,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,7,15,0,1,none,task7,4,2.8,1.2,0.428571429,1
9l87n4viocqsh42ede93blnmiiau2gx6etcyvzfee5vew89f6r,reunit_first,8,16,0,1,none,task9,3,3.2,0.2,0.0625,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,1,1,0,1,none,task1,66,60.121,5.879,0.097786131,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,2,2,0,1,none,task11,3,3.8,0.8,0.210526316,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,3
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,4,4,0,1,none,task2,203,227.429,24.429,0.107413742,2
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,5,5,0,1,none,task5,531,580,49,0.084482759,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,6,6,0,1,none,task6,129,215,86,0.4,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,7,7,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
9m872aiwox4x5ssh9r2fkcsorcpmmpa3q8bjwuwnmnwftq8semi,none_first,8,8,0,1,none,task9,4,3.2,0.8,0.25,2
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,1
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,2,10,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,4,12,0,1,none,task2,241,227.429,13.571,0.05967137,1
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,5,13,0,1,none,task5,800,580,220,0.379310345,2
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,6,14,0,1,none,task6,360,215,145,0.674418605,2
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,7,15,0,1,none,task7,3,2.8,0.2,0.071428571,0
ak1rjfof1woaizkgqowyzxgvibz4ywm8g2q8cf6zm7n8v4vaemi,reunit_first,8,16,0,1,none,task9,3,3.2,0.2,0.0625,1
av0v8f8ggzqanve2soc09,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,1
av0v8f8ggzqanve2soc09,none_first,2,2,0,1,none,task11,5,3.8,1.2,0.315789474,1
